date,aisp,crime,occurrences
NOVEMBRO/2019,9,Homicídio Doloso,0
NOVEMBRO/2019,9,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,9,Latrocínio,0
NOVEMBRO/2019,9,Tentativa de Homicídio,0
NOVEMBRO/2019,9,Estupro,0
NOVEMBRO/2019,9,Roubo a Ônibus,9
NOVEMBRO/2019,9,Roubo de Veículo,46
NOVEMBRO/2019,9,Furto de Veículo,6
NOVEMBRO/2019,9,Uso/Porte Entorpecente,0
NOVEMBRO/2019,10,Homicídio Doloso,3
NOVEMBRO/2019,10,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,10,Latrocínio,0
NOVEMBRO/2019,10,Tentativa de Homicídio,1
NOVEMBRO/2019,10,Estupro,2
NOVEMBRO/2019,10,Roubo a Ônibus,7
NOVEMBRO/2019,10,Roubo de Veículo,47
NOVEMBRO/2019,10,Furto de Veículo,4
NOVEMBRO/2019,10,Uso/Porte Entorpecente,0
NOVEMBRO/2019,11,Homicídio Doloso,18
NOVEMBRO/2019,11,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,11,Latrocínio,2
NOVEMBRO/2019,11,Tentativa de Homicídio,3
NOVEMBRO/2019,11,Estupro,4
NOVEMBRO/2019,11,Roubo a Ônibus,38
NOVEMBRO/2019,11,Roubo de Veículo,63
NOVEMBRO/2019,11,Furto de Veículo,14
NOVEMBRO/2019,11,Uso/Porte Entorpecente,11
NOVEMBRO/2019,12,Homicídio Doloso,8
NOVEMBRO/2019,12,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,12,Latrocínio,0
NOVEMBRO/2019,12,Tentativa de Homicídio,1
NOVEMBRO/2019,12,Estupro,4
NOVEMBRO/2019,12,Roubo a Ônibus,14
NOVEMBRO/2019,12,Roubo de Veículo,64
NOVEMBRO/2019,12,Furto de Veículo,25
NOVEMBRO/2019,12,Uso/Porte Entorpecente,6
NOVEMBRO/2019,13,Homicídio Doloso,5
NOVEMBRO/2019,13,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,13,Latrocínio,0
NOVEMBRO/2019,13,Tentativa de Homicídio,1
NOVEMBRO/2019,13,Estupro,1
NOVEMBRO/2019,13,Roubo a Ônibus,8
NOVEMBRO/2019,13,Roubo de Veículo,25
NOVEMBRO/2019,13,Furto de Veículo,5
NOVEMBRO/2019,13,Uso/Porte Entorpecente,1
NOVEMBRO/2019,14,Homicídio Doloso,0
NOVEMBRO/2019,14,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,14,Latrocínio,0
NOVEMBRO/2019,14,Tentativa de Homicídio,0
NOVEMBRO/2019,14,Estupro,0
NOVEMBRO/2019,14,Roubo a Ônibus,2
NOVEMBRO/2019,14,Roubo de Veículo,7
NOVEMBRO/2019,14,Furto de Veículo,0
NOVEMBRO/2019,14,Uso/Porte Entorpecente,1
NOVEMBRO/2019,15,Homicídio Doloso,1
NOVEMBRO/2019,15,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,15,Latrocínio,0
NOVEMBRO/2019,15,Tentativa de Homicídio,1
NOVEMBRO/2019,15,Estupro,0
NOVEMBRO/2019,15,Roubo a Ônibus,4
NOVEMBRO/2019,15,Roubo de Veículo,0
NOVEMBRO/2019,15,Furto de Veículo,0
NOVEMBRO/2019,15,Uso/Porte Entorpecente,2
NOVEMBRO/2019,16,Homicídio Doloso,0
NOVEMBRO/2019,16,Lesão Corporal Seguida de Morte,0
NOVEMBRO/2019,16,Latrocínio,0
NOVEMBRO/2019,16,Tentativa de Homicídio,0
NOVEMBRO/2019,16,Estupro,0
NOVEMBRO/2019,16,Roubo a Ônibus,14
NOVEMBRO/2019,16,Roubo de Veículo,12
NOVEMBRO/2019,16,Furto de Veículo,4
NOVEMBRO/2019,16,Uso/Porte Entorpecente,3
AGOSTO/2017,1,Homicídio Doloso,2
AGOSTO/2017,1,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,1,Latrocínio,0
AGOSTO/2017,1,Tentativa de Homicídio,2
AGOSTO/2017,1,Estupro,5
AGOSTO/2017,1,Roubo a Ônibus,13
AGOSTO/2017,1,Roubo de Veículo,20
AGOSTO/2017,1,Furto de Veículo,2
AGOSTO/2017,1,Uso/Porte Entorpecente,14
AGOSTO/2017,2,Homicídio Doloso,26
AGOSTO/2017,2,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,2,Latrocínio,0
AGOSTO/2017,2,Tentativa de Homicídio,9
AGOSTO/2017,2,Estupro,1
AGOSTO/2017,2,Roubo a Ônibus,5
AGOSTO/2017,2,Roubo de Veículo,34
AGOSTO/2017,2,Furto de Veículo,10
AGOSTO/2017,2,Uso/Porte Entorpecente,8
AGOSTO/2017,3,Homicídio Doloso,10
AGOSTO/2017,3,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,3,Latrocínio,0
AGOSTO/2017,3,Tentativa de Homicídio,7
AGOSTO/2017,3,Estupro,3
AGOSTO/2017,3,Roubo a Ônibus,27
AGOSTO/2017,3,Roubo de Veículo,21
AGOSTO/2017,3,Furto de Veículo,21
AGOSTO/2017,3,Uso/Porte Entorpecente,14
AGOSTO/2017,4,Homicídio Doloso,12
AGOSTO/2017,4,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,4,Latrocínio,0
AGOSTO/2017,4,Tentativa de Homicídio,4
AGOSTO/2017,4,Estupro,1
AGOSTO/2017,4,Roubo a Ônibus,23
AGOSTO/2017,4,Roubo de Veículo,40
AGOSTO/2017,4,Furto de Veículo,4
AGOSTO/2017,4,Uso/Porte Entorpecente,6
AGOSTO/2017,5,Homicídio Doloso,20
AGOSTO/2017,5,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,5,Latrocínio,0
AGOSTO/2017,5,Tentativa de Homicídio,16
AGOSTO/2017,5,Estupro,13
AGOSTO/2017,5,Roubo a Ônibus,28
AGOSTO/2017,5,Roubo de Veículo,30
AGOSTO/2017,5,Furto de Veículo,8
AGOSTO/2017,5,Uso/Porte Entorpecente,10
AGOSTO/2017,6,Homicídio Doloso,3
AGOSTO/2017,6,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,6,Latrocínio,0
AGOSTO/2017,6,Tentativa de Homicídio,2
AGOSTO/2017,6,Estupro,3
AGOSTO/2017,6,Roubo a Ônibus,15
AGOSTO/2017,6,Roubo de Veículo,34
AGOSTO/2017,6,Furto de Veículo,9
AGOSTO/2017,6,Uso/Porte Entorpecente,8
AGOSTO/2017,7,Homicídio Doloso,2
AGOSTO/2017,7,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,7,Latrocínio,0
AGOSTO/2017,7,Tentativa de Homicídio,1
AGOSTO/2017,7,Estupro,3
AGOSTO/2017,7,Roubo a Ônibus,9
AGOSTO/2017,7,Roubo de Veículo,14
AGOSTO/2017,7,Furto de Veículo,6
AGOSTO/2017,7,Uso/Porte Entorpecente,21
AGOSTO/2017,8,Homicídio Doloso,3
AGOSTO/2017,8,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,8,Latrocínio,0
AGOSTO/2017,8,Tentativa de Homicídio,4
AGOSTO/2017,8,Estupro,1
AGOSTO/2017,8,Roubo a Ônibus,3
AGOSTO/2017,8,Roubo de Veículo,8
AGOSTO/2017,8,Furto de Veículo,3
AGOSTO/2017,8,Uso/Porte Entorpecente,10
AGOSTO/2017,9,Homicídio Doloso,1
AGOSTO/2017,9,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,9,Latrocínio,0
AGOSTO/2017,9,Tentativa de Homicídio,2
AGOSTO/2017,9,Estupro,3
AGOSTO/2017,9,Roubo a Ônibus,3
AGOSTO/2017,9,Roubo de Veículo,47
AGOSTO/2017,9,Furto de Veículo,13
AGOSTO/2017,9,Uso/Porte Entorpecente,11
AGOSTO/2017,10,Homicídio Doloso,5
AGOSTO/2017,10,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,10,Latrocínio,0
AGOSTO/2017,10,Tentativa de Homicídio,0
AGOSTO/2017,10,Estupro,5
AGOSTO/2017,10,Roubo a Ônibus,6
AGOSTO/2017,10,Roubo de Veículo,45
AGOSTO/2017,10,Furto de Veículo,6
AGOSTO/2017,10,Uso/Porte Entorpecente,1
AGOSTO/2017,11,Homicídio Doloso,13
AGOSTO/2017,11,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,11,Latrocínio,0
AGOSTO/2017,11,Tentativa de Homicídio,2
AGOSTO/2017,11,Estupro,4
AGOSTO/2017,11,Roubo a Ônibus,25
AGOSTO/2017,11,Roubo de Veículo,72
AGOSTO/2017,11,Furto de Veículo,20
AGOSTO/2017,11,Uso/Porte Entorpecente,25
AGOSTO/2017,12,Homicídio Doloso,7
AGOSTO/2017,12,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,12,Latrocínio,0
AGOSTO/2017,12,Tentativa de Homicídio,3
AGOSTO/2017,12,Estupro,2
AGOSTO/2017,12,Roubo a Ônibus,11
AGOSTO/2017,12,Roubo de Veículo,62
AGOSTO/2017,12,Furto de Veículo,15
AGOSTO/2017,12,Uso/Porte Entorpecente,4
AGOSTO/2017,13,Homicídio Doloso,9
AGOSTO/2017,13,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,13,Latrocínio,0
AGOSTO/2017,13,Tentativa de Homicídio,0
AGOSTO/2017,13,Estupro,7
AGOSTO/2017,13,Roubo a Ônibus,5
AGOSTO/2017,13,Roubo de Veículo,21
AGOSTO/2017,13,Furto de Veículo,4
AGOSTO/2017,13,Uso/Porte Entorpecente,3
AGOSTO/2017,14,Homicídio Doloso,0
AGOSTO/2017,14,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,14,Latrocínio,0
AGOSTO/2017,14,Tentativa de Homicídio,1
AGOSTO/2017,14,Estupro,1
AGOSTO/2017,14,Roubo a Ônibus,0
AGOSTO/2017,14,Roubo de Veículo,9
AGOSTO/2017,14,Furto de Veículo,2
AGOSTO/2017,14,Uso/Porte Entorpecente,1
AGOSTO/2017,15,Homicídio Doloso,1
AGOSTO/2017,15,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,15,Latrocínio,0
AGOSTO/2017,15,Tentativa de Homicídio,1
AGOSTO/2017,15,Estupro,0
AGOSTO/2017,15,Roubo a Ônibus,2
AGOSTO/2017,15,Roubo de Veículo,1
AGOSTO/2017,15,Furto de Veículo,1
AGOSTO/2017,15,Uso/Porte Entorpecente,9
AGOSTO/2017,16,Homicídio Doloso,1
AGOSTO/2017,16,Lesão Corporal Seguida de Morte,0
AGOSTO/2017,16,Latrocínio,0
AGOSTO/2017,16,Tentativa de Homicídio,0
AGOSTO/2017,16,Estupro,1
AGOSTO/2017,16,Roubo a Ônibus,23
AGOSTO/2017,16,Roubo de Veículo,26
AGOSTO/2017,16,Furto de Veículo,11
AGOSTO/2017,16,Uso/Porte Entorpecente,13
DEZEMBRO/2016,1,Homicídio Doloso,3
DEZEMBRO/2016,1,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,1,Latrocínio,0
DEZEMBRO/2016,1,Tentativa de Homicídio,0
DEZEMBRO/2016,1,Estupro,0
DEZEMBRO/2016,1,Roubo a Ônibus,12
DEZEMBRO/2016,1,Roubo de Veículo,19
DEZEMBRO/2016,1,Furto de Veículo,5
DEZEMBRO/2016,1,Uso/Porte Entorpecente,13
DEZEMBRO/2016,2,Homicídio Doloso,4
DEZEMBRO/2016,2,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,2,Latrocínio,0
DEZEMBRO/2016,2,Tentativa de Homicídio,3
DEZEMBRO/2016,2,Estupro,0
DEZEMBRO/2016,2,Roubo a Ônibus,13
DEZEMBRO/2016,2,Roubo de Veículo,37
DEZEMBRO/2016,2,Furto de Veículo,8
DEZEMBRO/2016,2,Uso/Porte Entorpecente,6
DEZEMBRO/2016,3,Homicídio Doloso,6
DEZEMBRO/2016,3,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,3,Latrocínio,0
DEZEMBRO/2016,3,Tentativa de Homicídio,2
DEZEMBRO/2016,3,Estupro,0
DEZEMBRO/2016,3,Roubo a Ônibus,22
DEZEMBRO/2016,3,Roubo de Veículo,36
DEZEMBRO/2016,3,Furto de Veículo,16
DEZEMBRO/2016,3,Uso/Porte Entorpecente,6
DEZEMBRO/2016,4,Homicídio Doloso,9
DEZEMBRO/2016,4,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,4,Latrocínio,0
DEZEMBRO/2016,4,Tentativa de Homicídio,1
DEZEMBRO/2016,4,Estupro,0
DEZEMBRO/2016,4,Roubo a Ônibus,12
DEZEMBRO/2016,4,Roubo de Veículo,47
DEZEMBRO/2016,4,Furto de Veículo,7
DEZEMBRO/2016,4,Uso/Porte Entorpecente,5
DEZEMBRO/2016,5,Homicídio Doloso,12
DEZEMBRO/2016,5,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,5,Latrocínio,0
DEZEMBRO/2016,5,Tentativa de Homicídio,7
DEZEMBRO/2016,5,Estupro,3
DEZEMBRO/2016,5,Roubo a Ônibus,22
DEZEMBRO/2016,5,Roubo de Veículo,33
DEZEMBRO/2016,5,Furto de Veículo,4
DEZEMBRO/2016,5,Uso/Porte Entorpecente,2
DEZEMBRO/2016,6,Homicídio Doloso,14
DEZEMBRO/2016,6,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,6,Latrocínio,0
DEZEMBRO/2016,6,Tentativa de Homicídio,1
DEZEMBRO/2016,6,Estupro,2
DEZEMBRO/2016,6,Roubo a Ônibus,14
DEZEMBRO/2016,6,Roubo de Veículo,21
DEZEMBRO/2016,6,Furto de Veículo,10
DEZEMBRO/2016,6,Uso/Porte Entorpecente,15
DEZEMBRO/2016,7,Homicídio Doloso,0
DEZEMBRO/2016,7,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,7,Latrocínio,0
DEZEMBRO/2016,7,Tentativa de Homicídio,0
DEZEMBRO/2016,7,Estupro,1
DEZEMBRO/2016,7,Roubo a Ônibus,25
DEZEMBRO/2016,7,Roubo de Veículo,15
DEZEMBRO/2016,7,Furto de Veículo,4
DEZEMBRO/2016,7,Uso/Porte Entorpecente,10
DEZEMBRO/2016,8,Homicídio Doloso,7
DEZEMBRO/2016,8,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,8,Latrocínio,0
DEZEMBRO/2016,8,Tentativa de Homicídio,1
DEZEMBRO/2016,8,Estupro,1
DEZEMBRO/2016,8,Roubo a Ônibus,3
DEZEMBRO/2016,8,Roubo de Veículo,14
DEZEMBRO/2016,8,Furto de Veículo,1
DEZEMBRO/2016,8,Uso/Porte Entorpecente,2
DEZEMBRO/2016,9,Homicídio Doloso,3
DEZEMBRO/2016,9,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,9,Latrocínio,0
DEZEMBRO/2016,9,Tentativa de Homicídio,0
DEZEMBRO/2016,9,Estupro,2
DEZEMBRO/2016,9,Roubo a Ônibus,4
DEZEMBRO/2016,9,Roubo de Veículo,45
DEZEMBRO/2016,9,Furto de Veículo,6
DEZEMBRO/2016,9,Uso/Porte Entorpecente,3
DEZEMBRO/2016,10,Homicídio Doloso,12
DEZEMBRO/2016,10,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,10,Latrocínio,0
DEZEMBRO/2016,10,Tentativa de Homicídio,0
DEZEMBRO/2016,10,Estupro,0
DEZEMBRO/2016,10,Roubo a Ônibus,16
DEZEMBRO/2016,10,Roubo de Veículo,43
DEZEMBRO/2016,10,Furto de Veículo,12
DEZEMBRO/2016,10,Uso/Porte Entorpecente,4
DEZEMBRO/2016,11,Homicídio Doloso,18
DEZEMBRO/2016,11,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,11,Latrocínio,0
DEZEMBRO/2016,11,Tentativa de Homicídio,5
DEZEMBRO/2016,11,Estupro,2
DEZEMBRO/2016,11,Roubo a Ônibus,27
DEZEMBRO/2016,11,Roubo de Veículo,48
DEZEMBRO/2016,11,Furto de Veículo,17
DEZEMBRO/2016,11,Uso/Porte Entorpecente,11
DEZEMBRO/2016,12,Homicídio Doloso,8
DEZEMBRO/2016,12,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,12,Latrocínio,0
DEZEMBRO/2016,12,Tentativa de Homicídio,0
DEZEMBRO/2016,12,Estupro,0
DEZEMBRO/2016,12,Roubo a Ônibus,13
DEZEMBRO/2016,12,Roubo de Veículo,62
DEZEMBRO/2016,12,Furto de Veículo,26
DEZEMBRO/2016,12,Uso/Porte Entorpecente,1
DEZEMBRO/2016,13,Homicídio Doloso,10
DEZEMBRO/2016,13,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,13,Latrocínio,0
DEZEMBRO/2016,13,Tentativa de Homicídio,1
DEZEMBRO/2016,13,Estupro,0
DEZEMBRO/2016,13,Roubo a Ônibus,6
DEZEMBRO/2016,13,Roubo de Veículo,35
DEZEMBRO/2016,13,Furto de Veículo,4
DEZEMBRO/2016,13,Uso/Porte Entorpecente,6
DEZEMBRO/2016,14,Homicídio Doloso,0
DEZEMBRO/2016,14,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,14,Latrocínio,0
DEZEMBRO/2016,14,Tentativa de Homicídio,0
DEZEMBRO/2016,14,Estupro,0
DEZEMBRO/2016,14,Roubo a Ônibus,1
DEZEMBRO/2016,14,Roubo de Veículo,5
DEZEMBRO/2016,14,Furto de Veículo,1
DEZEMBRO/2016,14,Uso/Porte Entorpecente,4
DEZEMBRO/2016,15,Homicídio Doloso,5
DEZEMBRO/2016,15,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,15,Latrocínio,0
DEZEMBRO/2016,15,Tentativa de Homicídio,1
DEZEMBRO/2016,15,Estupro,0
DEZEMBRO/2016,15,Roubo a Ônibus,1
DEZEMBRO/2016,15,Roubo de Veículo,1
DEZEMBRO/2016,15,Furto de Veículo,0
DEZEMBRO/2016,15,Uso/Porte Entorpecente,3
DEZEMBRO/2016,16,Homicídio Doloso,0
DEZEMBRO/2016,16,Lesão Corporal Seguida de Morte,0
DEZEMBRO/2016,16,Latrocínio,0
DEZEMBRO/2016,16,Tentativa de Homicídio,0
DEZEMBRO/2016,16,Estupro,0
DEZEMBRO/2016,16,Roubo a Ônibus,12
DEZEMBRO/2016,16,Roubo de Veículo,15
DEZEMBRO/2016,16,Furto de Veículo,8
DEZEMBRO/2016,16,Uso/Porte Entorpecente,16
JUNHO/2015,1,Homicídio Doloso,1
JUNHO/2015,1,Lesão Corporal Seguida de Morte,0
JUNHO/2015,1,Latrocínio,1
JUNHO/2015,1,Tentativa de Homicídio,3
JUNHO/2015,1,Estupro,0
JUNHO/2015,1,Roubo a Ônibus,10
JUNHO/2015,1,Roubo de Veículo,22
JUNHO/2015,1,Furto de Veículo,14
JUNHO/2015,1,Uso/Porte Entorpecente,4
JUNHO/2015,2,Homicídio Doloso,5
JUNHO/2015,2,Lesão Corporal Seguida de Morte,2
JUNHO/2015,2,Latrocínio,0
JUNHO/2015,2,Tentativa de Homicídio,2
JUNHO/2015,2,Estupro,2
JUNHO/2015,2,Roubo a Ônibus,11
JUNHO/2015,2,Roubo de Veículo,42
JUNHO/2015,2,Furto de Veículo,5
JUNHO/2015,2,Uso/Porte Entorpecente,6
JUNHO/2015,3,Homicídio Doloso,4
JUNHO/2015,3,Lesão Corporal Seguida de Morte,0
JUNHO/2015,3,Latrocínio,1
JUNHO/2015,3,Tentativa de Homicídio,3
JUNHO/2015,3,Estupro,2
JUNHO/2015,3,Roubo a Ônibus,20
JUNHO/2015,3,Roubo de Veículo,36
JUNHO/2015,3,Furto de Veículo,22
JUNHO/2015,3,Uso/Porte Entorpecente,3
JUNHO/2015,4,Homicídio Doloso,13
JUNHO/2015,4,Lesão Corporal Seguida de Morte,0
JUNHO/2015,4,Latrocínio,0
JUNHO/2015,4,Tentativa de Homicídio,6
JUNHO/2015,4,Estupro,5
JUNHO/2015,4,Roubo a Ônibus,36
JUNHO/2015,4,Roubo de Veículo,52
JUNHO/2015,4,Furto de Veículo,13
JUNHO/2015,4,Uso/Porte Entorpecente,3
JUNHO/2015,5,Homicídio Doloso,15
JUNHO/2015,5,Lesão Corporal Seguida de Morte,0
JUNHO/2015,5,Latrocínio,0
JUNHO/2015,5,Tentativa de Homicídio,5
JUNHO/2015,5,Estupro,4
JUNHO/2015,5,Roubo a Ônibus,28
JUNHO/2015,5,Roubo de Veículo,39
JUNHO/2015,5,Furto de Veículo,7
JUNHO/2015,5,Uso/Porte Entorpecente,2
JUNHO/2015,6,Homicídio Doloso,3
JUNHO/2015,6,Lesão Corporal Seguida de Morte,0
JUNHO/2015,6,Latrocínio,1
JUNHO/2015,6,Tentativa de Homicídio,1
JUNHO/2015,6,Estupro,2
JUNHO/2015,6,Roubo a Ônibus,10
JUNHO/2015,6,Roubo de Veículo,57
JUNHO/2015,6,Furto de Veículo,6
JUNHO/2015,6,Uso/Porte Entorpecente,11
JUNHO/2015,7,Homicídio Doloso,3
JUNHO/2015,7,Lesão Corporal Seguida de Morte,0
JUNHO/2015,7,Latrocínio,0
JUNHO/2015,7,Tentativa de Homicídio,1
JUNHO/2015,7,Estupro,2
JUNHO/2015,7,Roubo a Ônibus,12
JUNHO/2015,7,Roubo de Veículo,24
JUNHO/2015,7,Furto de Veículo,2
JUNHO/2015,7,Uso/Porte Entorpecente,0
JUNHO/2015,8,Homicídio Doloso,3
JUNHO/2015,8,Lesão Corporal Seguida de Morte,0
JUNHO/2015,8,Latrocínio,1
JUNHO/2015,8,Tentativa de Homicídio,2
JUNHO/2015,8,Estupro,0
JUNHO/2015,8,Roubo a Ônibus,0
JUNHO/2015,8,Roubo de Veículo,11
JUNHO/2015,8,Furto de Veículo,1
JUNHO/2015,8,Uso/Porte Entorpecente,1
JUNHO/2015,9,Homicídio Doloso,1
JUNHO/2015,9,Lesão Corporal Seguida de Morte,0
JUNHO/2015,9,Latrocínio,1
JUNHO/2015,9,Tentativa de Homicídio,2
JUNHO/2015,9,Estupro,0
JUNHO/2015,9,Roubo a Ônibus,7
JUNHO/2015,9,Roubo de Veículo,44
JUNHO/2015,9,Furto de Veículo,4
JUNHO/2015,9,Uso/Porte Entorpecente,11
JUNHO/2015,10,Homicídio Doloso,8
JUNHO/2015,10,Lesão Corporal Seguida de Morte,1
JUNHO/2015,10,Latrocínio,0
JUNHO/2015,10,Tentativa de Homicídio,5
JUNHO/2015,10,Estupro,0
JUNHO/2015,10,Roubo a Ônibus,8
JUNHO/2015,10,Roubo de Veículo,58
JUNHO/2015,10,Furto de Veículo,19
JUNHO/2015,10,Uso/Porte Entorpecente,4
JUNHO/2015,11,Homicídio Doloso,10
JUNHO/2015,11,Lesão Corporal Seguida de Morte,1
JUNHO/2015,11,Latrocínio,1
JUNHO/2015,11,Tentativa de Homicídio,1
JUNHO/2015,11,Estupro,5
JUNHO/2015,11,Roubo a Ônibus,54
JUNHO/2015,11,Roubo de Veículo,59
JUNHO/2015,11,Furto de Veículo,19
JUNHO/2015,11,Uso/Porte Entorpecente,12
JUNHO/2015,12,Homicídio Doloso,11
JUNHO/2015,12,Lesão Corporal Seguida de Morte,0
JUNHO/2015,12,Latrocínio,0
JUNHO/2015,12,Tentativa de Homicídio,2
JUNHO/2015,12,Estupro,2
JUNHO/2015,12,Roubo a Ônibus,10
JUNHO/2015,12,Roubo de Veículo,57
JUNHO/2015,12,Furto de Veículo,7
JUNHO/2015,12,Uso/Porte Entorpecente,3
JUNHO/2015,13,Homicídio Doloso,8
JUNHO/2015,13,Lesão Corporal Seguida de Morte,1
JUNHO/2015,13,Latrocínio,0
JUNHO/2015,13,Tentativa de Homicídio,3
JUNHO/2015,13,Estupro,2
JUNHO/2015,13,Roubo a Ônibus,8
JUNHO/2015,13,Roubo de Veículo,31
JUNHO/2015,13,Furto de Veículo,9
JUNHO/2015,13,Uso/Porte Entorpecente,2
JUNHO/2015,14,Homicídio Doloso,0
JUNHO/2015,14,Lesão Corporal Seguida de Morte,0
JUNHO/2015,14,Latrocínio,0
JUNHO/2015,14,Tentativa de Homicídio,0
JUNHO/2015,14,Estupro,1
JUNHO/2015,14,Roubo a Ônibus,3
JUNHO/2015,14,Roubo de Veículo,9
JUNHO/2015,14,Furto de Veículo,2
JUNHO/2015,14,Uso/Porte Entorpecente,3
JUNHO/2015,15,Homicídio Doloso,1
JUNHO/2015,15,Lesão Corporal Seguida de Morte,0
JUNHO/2015,15,Latrocínio,0
JUNHO/2015,15,Tentativa de Homicídio,0
JUNHO/2015,15,Estupro,0
JUNHO/2015,15,Roubo a Ônibus,7
JUNHO/2015,15,Roubo de Veículo,0
JUNHO/2015,15,Furto de Veículo,2
JUNHO/2015,15,Uso/Porte Entorpecente,6
JUNHO/2015,16,Homicídio Doloso,0
JUNHO/2015,16,Lesão Corporal Seguida de Morte,0
JUNHO/2015,16,Latrocínio,0
JUNHO/2015,16,Tentativa de Homicídio,0
JUNHO/2015,16,Estupro,2
JUNHO/2015,16,Roubo a Ônibus,4
JUNHO/2015,16,Roubo de Veículo,32
JUNHO/2015,16,Furto de Veículo,6
JUNHO/2015,16,Uso/Porte Entorpecente,3
Período: 01/01/2019 à 31/12/2019,1,Homicídio Doloso,34
Período: 01/01/2019 à 31/12/2019,1,Lesão Corporal Seguida de Morte,0
Período: 01/01/2019 à 31/12/2019,1,Latrocínio,0
Período: 01/01/2019 à 31/12/2019,1,Tentativa de Homicídio,23
Período: 01/01/2019 à 31/12/2019,1,Estupro,15
Período: 01/01/2019 à 31/12/2019,1,Roubo a Ônibus,84
Período: 01/01/2019 à 31/12/2019,1,Roubo de Veículo,155
Período: 01/01/2019 à 31/12/2019,1,Furto de Veículo,66
Período: 01/01/2019 à 31/12/2019,1,Uso/Porte Entorpecente,205
Período: 01/01/2019 à 31/12/2019,2,Homicídio Doloso,69
Período: 01/01/2019 à 31/12/2019,2,Lesão Corporal Seguida de Morte,2
Período: 01/01/2019 à 31/12/2019,2,Latrocínio,1
Período: 01/01/2019 à 31/12/2019,2,Tentativa de Homicídio,20
Período: 01/01/2019 à 31/12/2019,2,Estupro,17
Período: 01/01/2019 à 31/12/2019,2,Roubo a Ônibus,94
Período: 01/01/2019 à 31/12/2019,2,Roubo de Veículo,317
Período: 01/01/2019 à 31/12/2019,2,Furto de Veículo,140
Período: 01/01/2019 à 31/12/2019,2,Uso/Porte Entorpecente,52
Período: 01/01/2019 à 31/12/2019,3,Homicídio Doloso,76
Período: 01/01/2019 à 31/12/2019,3,Lesão Corporal Seguida de Morte,0
Período: 01/01/2019 à 31/12/2019,3,Latrocínio,1
Período: 01/01/2019 à 31/12/2019,3,Tentativa de Homicídio,33
Período: 01/01/2019 à 31/12/2019,3,Estupro,22
Período: 01/01/2019 à 31/12/2019,3,Roubo a Ônibus,174
Período: 01/01/2019 à 31/12/2019,3,Roubo de Veículo,246
Período: 01/01/2019 à 31/12/2019,3,Furto de Veículo,99
Período: 01/01/2019 à 31/12/2019,3,Uso/Porte Entorpecente,134
Período: 01/01/2019 à 31/12/2019,4,Homicídio Doloso,115
Período: 01/01/2019 à 31/12/2019,4,Lesão Corporal Seguida de Morte,1
Período: 01/01/2019 à 31/12/2019,4,Latrocínio,1
Período: 01/01/2019 à 31/12/2019,4,Tentativa de Homicídio,18
Período: 01/01/2019 à 31/12/2019,4,Estupro,28
Período: 01/01/2019 à 31/12/2019,4,Roubo a Ônibus,272
Período: 01/01/2019 à 31/12/2019,4,Roubo de Veículo,501
Período: 01/01/2019 à 31/12/2019,4,Furto de Veículo,79
Período: 01/01/2019 à 31/12/2019,4,Uso/Porte Entorpecente,32
Período: 01/01/2019 à 31/12/2019,5,Homicídio Doloso,186
Período: 01/01/2019 à 31/12/2019,5,Lesão Corporal Seguida de Morte,2
